PerformanceID,PlayerID,ClubID,LeagueID,SeasonID,PositionID,MarketValueEUR,WageEUR,Matches,MinutesPlayed,Goals,Assists,xG,xA,PassAccuracy,KeyPasses,TacklesWon,Interceptions,DefensiveDuelsWon,Shots,ShotsOnTarget,DribblesCompleted,ProgressivePasses,ProgressiveCarries,GoalContribution,GoalValueRatio,PerformanceScore
159,100,64,6,1,6,20990000,9230,25,2250,4,2,4.73,3.15,83.4,3.83,1.28,1.56,57.5,2.88,36.9,0.18,4.51,1.77,6,0.0000001906,49.69
160,110,61,6,5,2,63363000,14570,38,3420,13,7,11.78,6.75,76.3,2.02,1.09,0.3,43.7,2.86,28.8,2.45,2.93,1.57,20,0.0000002052,103.47
161,1141,86,8,2,7,4979000,1570,27,2430,2,2,1.82,1.47,96,0.76,1.3,1.71,69.4,0.87,41.3,0.97,6.98,2.61,4,0.0000004017,40.53
162,1594,36,3,4,8,44346000,10610,28,2190,0,3,0.99,3.68,82.7,0.54,2.87,1.93,61.2,0.22,42.1,0.59,4.09,3.45,3,0,35.61
163,619,82,7,1,8,10234000,3410,38,2377,2,3,1.53,3.24,80.6,0.73,2.08,0.2,58.1,0.24,34.3,0.28,5.6,2.78,5,0.0000001954,41.72
164,553,85,8,2,4,17235000,3020,32,2880,6,6,7.36,4.95,85,2.96,0.55,1.33,53.2,0.1,23.7,2.34,8.56,1.88,12,0.0000003481,75.36
165,141,52,5,3,10,12447000,3470,24,1644,0,0,0,0.23,78.7,0.41,0.33,0.34,25.5,0,0,0,3.03,0.13,0,0,13.18
166,687,11,1,1,5,74906000,28900,18,1303,3,6,4.38,5.12,86.2,0.48,3.28,0.47,46.5,2.72,38.6,1.02,3.89,2.59,9,0.0000000401,54.51
167,174,82,7,3,8,10631000,3190,12,1015,0,2,0.93,2.34,85.5,0.49,2.91,2.25,60.3,0.98,38.2,1.09,3.5,0.78,2,0,26.53
168,516,27,3,3,6,50795000,22180,23,2070,3,5,1.92,6.19,83.5,1.98,1.7,1.53,54.7,1.42,30.9,1.68,5.66,6.3,8,0.0000000591,57.54
169,424,62,6,2,2,32632000,12260,35,2106,3,4,4.25,4.54,74.1,1.78,0.45,0.64,37.8,2.29,38.4,0.82,4.36,2.41,7,0.0000000919,47.22
170,1225,24,2,5,10,37671000,12910,38,3155,0,0,0,0.09,81.9,0.35,0.08,0.17,43.7,0,0,0,4.86,0.19,0,0,19.27
171,1321,74,7,4,5,23861000,8260,21,1890,2,2,3.98,2.55,89.4,4.09,1.55,1.24,55.8,2.1,39.5,1.43,5.73,3.1,4,0.0000000838,42.34
172,1664,91,8,2,8,17165000,4730,21,1662,3,0,3.06,0,83.6,0.89,2.62,1.74,47.3,0.82,30.7,0.12,0.78,4.16,3,0.0000001748,32.18
173,222,44,4,4,2,51774000,14960,19,1617,8,8,7.28,9.22,73.3,1.21,0.06,0,47.8,1.54,47.6,3.71,2.24,2.09,16,0.0000001545,78.54
174,838,38,4,5,4,27368000,6410,33,2664,4,8,5.63,6.11,72.6,1.44,2.52,1.48,78.3,3.23,39.9,2.93,8.81,4.93,12,0.0000001462,76.69
175,695,15,2,3,1,121158000,44990,38,3177,11,10,9.6,9.01,90.4,2.34,1.12,1.22,34,3.95,42.5,2.65,2.15,5.05,21,0.0000000908,110.05
176,520,21,2,3,8,7787000,3110,15,976,0,0,1.13,0,80.4,0.56,2.27,1.76,43.1,1.22,42.6,0.47,5.38,1.61,0,0,17.74
177,1008,85,8,4,8,34246000,5770,35,3150,0,3,0.27,3.19,82.2,1.15,2.65,2.16,62.8,1.31,22.9,0.47,6.89,1.17,3,0,40.02
178,679,8,1,5,7,40188000,16960,26,1946,0,2,0.09,2.1,88.1,0.3,1.64,4.55,70.2,0.23,37.2,0.77,7.99,2.14,2,0,33.94
179,1850,88,8,3,10,16721000,7170,36,3240,0,0,0,0.15,80,0.53,0.09,0.71,70.4,0,0,0,2.81,0,0,0,20.07
180,660,25,3,4,9,19105000,7180,19,1310,1,1,1.03,1.7,75.3,1.19,3.07,1.79,58.2,0.32,31.8,0.68,5.42,2.68,2,0.0000000523,29.54
181,201,63,6,5,1,65051000,27570,38,3377,15,5,15.08,5.77,73.7,2.04,1.75,0.64,62.6,2.18,49.6,0.04,3.28,1.85,20,0.0000002306,105.31
182,1825,63,6,4,4,59859000,24760,30,2542,5,4,5.44,5.31,82.8,0.17,1.17,1.84,43.7,1.81,29.1,2.02,10.74,4.05,9,0.0000000835,61.19
183,1970,75,7,4,10,25303000,6320,34,2589,0,0,0,0,79.7,0.2,0.15,0.25,55.7,0,0,0,4.04,0.27,0,0,17.22
184,1455,37,4,4,2,47045000,19960,15,1034,4,3,1.58,3.83,65.9,0.75,0.33,0.71,35.3,2.92,50.3,1.85,0.78,3.66,7,0.000000085,40.39
185,1779,87,8,5,6,25576000,11260,21,1574,3,6,5.01,6.78,79.5,3.12,1.87,2.06,43.1,2.77,45.5,1.47,7.9,4.57,9,0.0000001173,62.15
186,1754,83,7,1,4,25900000,4780,35,2598,6,10,6.85,9.43,81.4,1.14,2.17,0,51,1.84,28.3,2.47,8.03,2.67,16,0.0000002317,87.92
187,811,38,4,4,9,21881000,6780,30,2021,1,1,1.18,1.35,74.4,0.93,3.41,1.38,63.5,0.58,33.2,0.3,3.96,4.74,2,0.0000000457,31.85
188,1399,59,5,3,8,62216000,23990,28,1970,0,0,0.12,0,85.9,0.6,1.69,2.63,65.9,0.24,47,0,3.45,2.84,0,0,22.07
189,667,15,2,3,2,101757000,37290,32,2648,12,5,11.19,4.31,80.4,1.2,0.58,0.63,54.7,2.54,41.6,0.12,2.7,5.33,17,0.0000001179,89.75
190,1243,67,6,5,4,22318000,7350,23,1821,5,4,6.49,2.58,74.4,3.49,1.97,0.88,58.1,1.89,33.4,1.11,7.78,0,9,0.000000224,60.08
191,1284,12,1,5,5,37416000,8350,38,2152,6,8,7.72,9.51,73.5,0.82,1.36,2.44,54.3,1.98,37.8,0,4.36,2.34,14,0.0000001604,77.62
192,310,65,6,2,5,44291000,7940,18,1620,2,5,2.43,4.83,89.2,1.8,1.85,0.55,25,1.67,32.4,1.44,3.44,4.75,7,0.0000000452,48.28
193,1255,23,2,1,3,19965000,8550,23,1732,6,4,5.02,6.1,71.5,1.53,1.21,0.79,33.5,3.36,31.4,0.41,1.88,2.36,10,0.0000003005,57.17
194,1900,91,8,3,8,31106000,10040,28,2044,1,1,1.55,1.13,83.6,0.74,3.27,0.98,63,0.4,43.4,0.04,3.98,1.66,2,0.0000000321,29.91
195,632,73,7,2,9,9199000,2590,18,1457,0,2,0.64,2.35,86.7,0.37,3.04,3.11,58.3,0.62,37.6,0.84,4.68,1.59,2,0,30.01
196,1313,5,1,3,9,15151000,5520,18,1495,0,0,0.27,0,87,0.74,2.07,0.82,71.8,0.73,59.9,0.05,2.62,1.03,0,0,17.89
197,152,38,4,5,10,20172000,7940,27,1990,0,0,0,0.11,82.7,0.31,0,0.19,46.5,0,0,0,1.4,0.17,0,0,13.64
198,931,7,1,3,9,21449000,5750,27,1560,0,3,0,2.41,80,0.09,1.27,1.82,65.3,0.31,44.1,0.15,5.82,1.29,3,0,30.56
199,871,63,6,3,10,19144000,4990,26,2340,0,1,0,0.71,83.6,0.12,0.02,0.14,44.2,0,0,0,3.52,0.25,1,0,19.56
200,1466,77,7,4,7,58390000,15980,27,2295,0,2,0.37,1.46,92.8,0,2.27,2.71,45,0,0,1.52,1.32,0.92,2,0,28.74
201,82,84,7,3,8,15293000,3960,30,2450,0,0,1.22,0,86.3,1.2,3.08,1.22,62.3,0.68,33.6,0.28,3.08,0.45,0,0,23.08
202,1882,14,2,2,5,50851000,14230,33,2970,3,5,2.79,5.05,76.9,2.23,2.07,1.65,70.2,2.62,26.8,0.01,4.5,1.9,8,0.000000059,58.86
203,1763,69,6,1,7,15655000,4150,34,2543,0,1,0.75,0.94,79.5,0.81,1.86,0.77,60.4,0.47,30.8,0.86,4.47,1.27,1,0,25.5
204,1931,78,7,1,4,72488000,23940,31,2575,3,11,2.27,10.17,82.6,1.57,2.78,2.37,72.1,1.86,38.8,0.59,8.6,0.81,14,0.0000000414,84.12
205,556,49,5,1,2,5121000,790,11,777,0,1,3.66,1.69,73,1.47,1.05,0,36.4,3.5,56.3,1.99,3.08,3.02,1,0,17.85
206,1063,54,5,4,6,56713000,14650,38,2384,6,7,6.21,6.9,61.7,2.81,1.03,1.88,69.9,1.39,37.2,0.67,5.05,0.86,13,0.0000001058,75.79
207,1555,22,2,4,10,23957000,4400,29,2028,0,1,0,1.03,68.9,0.15,0.08,0.66,32.7,0,0,0,4.11,0.02,1,0,18.36
208,1306,31,3,2,3,39157000,15600,24,1486,8,7,7.64,8.21,83.1,0.48,0.69,1.12,32.3,3.28,47.3,1.46,1.66,2.24,15,0.0000002043,74.92
209,1926,18,2,4,10,9901000,1530,18,1341,0,0,0,0.11,71.3,0.39,0.03,0,51.7,0,0,0,7.41,0.24,0,0,14.03
210,1335,10,1,1,1,9739000,3720,10,747,4,2,7.99,2.29,63.8,1.11,0.17,0.6,46.4,5.06,34.6,3.13,4.02,0.95,6,0.0000004107,36.15
211,881,10,1,5,8,73589000,24670,20,1800,0,1,0.46,1.4,72.3,0.9,2.88,2.56,54.5,0.98,41.3,0.93,6.13,0.47,1,0,26.43
212,304,41,4,3,5,12304000,3830,21,1765,2,5,2.72,5.57,84,2.07,1.17,0.47,56,1.89,28.8,1.79,7.5,5.07,7,0.0000001625,51.12
213,1445,53,5,2,8,21908000,7110,10,802,0,0,0.08,0,78.9,0.19,3.13,4.16,58.5,0.62,32.7,0.58,6.64,1.89,0,0,21.67
214,720,74,7,2,5,12443000,4300,16,1318,2,3,2.99,3.42,89.7,2.6,1.88,1.67,52.9,0.91,46.5,0.2,3.84,3.65,5,0.0000001607,42.37
215,1194,84,7,2,10,6217000,1640,20,932,0,0,0,0.03,79,0.36,0.03,0.14,42.6,0,0,0,2.68,0.25,0,0,10.54
216,786,64,6,4,8,13634000,3900,19,1710,2,1,1.76,1.53,74.6,1.05,2.45,2.14,54.6,0.81,33,0.74,1.7,3.44,3,0.0000001467,32.72
217,1180,3,1,5,10,35641000,12050,32,2870,0,1,0,0.91,74.1,0.17,0.27,0.14,63.6,0,0,0,5.84,0.17,1,0,22.93
218,1021,93,8,3,6,26702000,5490,36,2876,3,6,2.06,6.49,85.8,3.43,0.55,1.38,63,0.59,58.3,2.15,5.17,0.52,9,0.0000001124,62.07
219,1459,72,6,5,2,20763000,5420,30,2700,9,5,9.4,6.56,72,2.17,0.46,0.49,58.9,3.26,29.7,1.96,2.63,2.91,14,0.0000004335,77.53
220,1793,83,7,2,3,35699000,15940,37,2486,11,4,11.22,3.38,77.4,0.99,0.2,0.37,50.3,2.18,44.5,3.86,2.55,3.2,15,0.0000003081,78.71
221,430,86,8,4,3,11511000,4700,22,1980,7,3,8.78,3.99,64.2,1.62,0.7,0.11,44.1,3.23,31.6,0.84,2.14,3.48,10,0.0000006081,57.35
222,292,19,2,3,6,73237000,14730,38,3025,11,6,10.78,5.04,85.8,0.78,2.41,1.63,40.4,1.82,29.7,0.79,8.5,2.91,17,0.0000001502,95.31
223,1559,59,5,3,7,18182000,7380,24,1731,1,1,1.39,1.64,79.3,0.15,1.97,2.27,77.6,0.51,24.9,0.43,3.03,2.32,2,0.000000055,28.05
224,1244,94,8,5,10,15362000,3750,36,2844,0,1,0,0.76,65,0.35,0.28,0,59,0,0,0,5.06,0.15,1,0,21.97
225,915,65,6,5,7,16230000,6810,31,2440,1,1,1.55,1.45,79.8,1.05,2.67,1.05,55.3,0.96,42.5,0.09,4.12,4.29,2,0.0000000616,32.03
226,1121,24,2,5,8,22319000,6060,22,1822,2,2,2.78,1.7,80.1,0.44,2.06,1.91,58.7,1.08,26.5,1.33,5.62,1,4,0.0000000896,36.57
227,1641,94,8,5,10,6206000,1660,26,1789,0,0,0,0,75.2,0.4,0.09,0.52,48.9,0,0,0,0.96,0.26,0,0,13.13
228,694,13,2,3,3,65359000,24200,31,1967,14,6,12.38,4.31,75,2.29,1,0.15,14,2.04,46,2.13,1.54,1.78,20,0.0000002142,97.2
229,1538,81,7,3,9,14901000,4570,19,1407,0,0,0.55,0.27,87.8,0.36,1.4,2.48,65.8,0.69,29.9,0.13,3.98,0,0,0,18.24
230,292,19,2,2,6,22351000,6480,9,810,3,1,2.46,3.59,72.5,1.86,1.27,2.02,39,2.47,38.3,2.07,6.72,2.9,4,0.0000001342,35.04
231,1751,49,5,2,2,90153000,16340,33,2589,13,7,12.74,7.43,65.7,1.21,0.3,0.57,41.3,2.63,44.2,1.98,1.73,3.75,20,0.0000001442,98.75
232,341,62,6,4,5,14185000,4880,26,2085,2,4,2.53,3.31,83.7,2.12,3.53,1.33,59.4,0.6,31.6,1.34,5.59,2.89,6,0.000000141,50.17
233,773,11,1,4,10,24211000,8360,19,1429,0,2,0,2.13,69.7,0.17,0,0.29,34,0,0,0,3.3,0.19,2,0,19.62
234,1989,19,2,4,7,33411000,10940,23,1819,2,1,1.66,0.84,83.2,0,2.8,3.02,39.4,0.33,21.9,0,5.5,1.52,3,0.0000000599,33.9
235,578,10,1,2,8,14583000,3430,7,630,0,0,0.25,0.11,83.7,0.89,2.65,0.9,46,0.79,33.9,0.23,4.92,0.95,0,0,16.2
236,867,75,7,3,2,62763000,26550,14,1216,2,6,2.4,6.33,75.7,1.85,0.97,0.67,60.6,3.89,38.2,0.52,2.34,3.69,8,0.0000000319,49.41
237,203,28,3,3,3,6207000,1490,17,1504,2,1,1.43,1.61,76,1.74,0,0.17,73.4,3.05,38.5,1.93,1.92,4.72,3,0.0000003222,29.15
238,810,10,1,5,10,18412000,3700,29,2360,0,0,0,0.5,62.4,0.43,0.13,0.5,20.4,0,0,0,3.58,0.36,0,0,14.97
239,1619,62,6,3,9,8645000,2090,20,1667,1,0,0.69,0.32,88.3,0.97,3.71,1.98,68.3,0.38,45.2,0.6,7.76,2.41,1,0.0000001157,29.39
240,256,23,2,3,10,14688000,2470,23,1877,0,0,0,0.33,81.7,0.26,0,0.72,22.9,0,0,0,4.75,0.09,0,0,14.7
241,1426,59,5,3,1,78554000,15370,34,2386,11,4,10.57,4.09,76.8,0.58,0.77,0.31,37.4,2.53,34.1,3.78,3.81,6.02,15,0.00000014,80
242,944,70,6,1,6,14283000,5360,33,2416,4,6,6.96,4.65,90.8,2.92,2.97,1.62,59.6,1.84,22.7,2.83,1.43,5.46,10,0.0000002801,67.71
243,1081,54,5,3,7,87910000,21060,36,3240,0,0,0.14,1.45,80.2,0.47,2.78,1.31,53.5,0.38,43.3,0.94,2.99,1.63,0,0,24.34
244,1051,9,1,1,9,16288000,5830,18,1406,1,1,1.27,0.43,84.1,0.69,2.51,2.11,57.7,0.37,32.2,0,3.3,1.15,2,0.0000000614,27.43
245,700,46,4,5,7,23567000,9740,20,1451,0,2,0,1.2,79.4,0.84,3.33,2.42,82.9,1.33,34.2,1.17,4.36,0.76,2,0,30.01
246,1160,29,3,4,5,39823000,15640,30,2505,6,8,6.72,7.96,77.8,2.41,1.94,1.45,53.2,2.47,24.5,1.33,7.58,0.8,14,0.0000001507,81.71
247,170,65,6,3,6,14778000,2290,24,1969,1,4,0,5.81,83.9,1.04,2.33,1.93,53.6,1.72,43.7,0.56,4.2,1.47,5,0.0000000677,41.87
248,1510,23,2,2,9,40104000,17030,26,2329,0,1,1.03,1.61,69.7,0.01,4.29,1.22,65.5,0.36,28.5,1.37,6.1,3.44,1,0,28.61
249,623,17,2,5,7,85350000,35040,24,1893,1,1,1.76,0.74,78,0.57,3.14,1.47,87.9,0.65,45.4,0.74,4.6,1.63,2,0.0000000117,30.35
250,1435,86,8,4,6,9734000,1970,26,1720,2,3,2.95,4.91,87,2.89,1.32,1.19,36.8,2.86,29.7,1.37,6.3,3,5,0.0000002055,43.18
251,1478,84,7,5,8,17375000,3900,30,2403,2,4,1.6,3.94,70.6,0.79,2.87,2.27,59.9,0.04,47.4,0.07,2.49,0.13,6,0.0000001151,46
252,1990,56,5,2,3,24366000,10490,18,1503,2,3,2.38,4.15,81.9,1.48,0.85,0.59,26.1,2.86,51.4,3.08,3.41,1.95,5,0.0000000821,36.52
253,1078,58,5,1,7,10589000,1900,12,846,0,0,0,0.36,80.8,0.5,1.37,1.83,54,0.36,46.2,0.43,4.48,1.42,0,0,16.02
254,1398,8,1,3,1,42152000,16230,16,1426,3,2,4.75,2.9,71.9,0.36,0.73,0.09,44.4,4.11,41.4,1.91,4.68,2.53,5,0.0000000712,34.81
255,359,60,5,5,10,13806000,6200,29,2285,0,0,0,0,60.1,0.55,0.22,0.45,34.8,0,0,0,5.19,0.26,0,0,16.02
256,1017,40,4,4,5,64208000,14740,35,2814,9,7,8.43,5.53,68.8,2.37,1.7,2.31,72,2.44,36.5,1.77,4.49,1.88,16,0.0000001402,90.53
257,749,1,1,4,2,11593000,3090,13,829,3,4,0,1.98,72,1.07,0.59,0.43,44.9,3.34,30.4,2.29,2.53,1.83,7,0.0000002588,40.72
258,1674,76,7,3,8,54323000,8800,32,2370,1,1,2.1,1.22,81,0.99,3.55,1.16,58.2,0.14,41.8,0.34,4.96,1.21,2,0.0000000184,31.92
259,499,18,2,4,1,130958000,56610,22,1558,9,3,10.39,2,78.7,2.47,1.08,0.56,40.9,2.9,36.8,2.25,1.41,4.77,12,0.0000000687,67.12
260,1083,14,2,3,1,42612000,14410,33,2539,11,6,11.9,5.38,73.1,1,0.3,0.41,39.2,3.93,46.9,0.55,4.15,4.1,17,0.0000002581,87.77
261,1925,71,6,2,8,27064000,9040,21,1594,0,3,0.27,3.46,75.5,0.32,4.13,1.43,57.4,0.16,23.6,1.36,5.69,0.44,3,0,33.03
262,796,27,3,3,6,23560000,6980,20,1355,2,3,1.9,3.04,87.7,2.23,0,1.54,44.3,1.73,43,0.85,3.32,2.5,5,0.0000000849,38.33
263,992,12,1,5,6,84909000,29980,32,2880,4,5,3.95,4.46,79.2,2.17,2.31,1.5,42.5,2.61,70.9,0.4,7.96,1.8,9,0.0000000471,63.54
264,545,14,2,3,9,20629000,5170,31,2447,2,3,1.69,3.21,93.3,1.66,2.63,2.1,64.7,0.81,25.9,0.13,4.13,2.93,5,0.000000097,46.46
265,610,30,3,4,8,28779000,6230,30,2185,0,1,0,1.67,86,0.94,2.61,2.41,66.2,1.15,25.3,0.32,6.81,2.97,1,0,29.89
266,790,74,7,5,7,14879000,2520,25,2250,2,0,1.88,0.61,82.3,0.92,3.03,1.48,32.7,0.12,19.9,0.79,5.9,3.51,2,0.0000001344,32.09
267,480,17,2,3,8,21717000,8300,25,2063,1,4,1.74,4.2,77.9,1.09,2.51,2.2,64.2,1.49,37.3,0,2.41,2.39,5,0.000000046,42.38
268,1690,2,1,2,2,134100000,30950,33,2962,8,4,10.97,3.96,78.8,1.27,0.29,0.32,25,1.68,31.9,2.18,3.78,1.17,12,0.0000000597,67.68
269,1638,94,8,3,1,38146000,14330,25,2185,15,5,15.91,4.08,78.4,0.39,0.47,0.61,53.7,3.7,46.2,3.5,2.62,4.87,20,0.0000003932,98.44
270,62,41,4,3,2,62182000,19030,23,2067,10,3,11.95,3.14,70.2,1.74,0.95,0.99,55.6,2.57,52.2,1.61,2.98,2.81,13,0.0000001608,71.9
271,323,34,3,5,5,31408000,8180,18,1539,1,3,1.43,1.05,76.1,0.96,2.5,0.39,43.6,1.47,41.2,0.29,6.09,2.74,4,0.0000000318,35.57
272,118,91,8,1,3,30334000,12610,35,2231,11,4,11.87,4.85,71.9,2.22,0,0,74.7,5.91,32.1,3.02,2.14,5.32,15,0.0000003626,80.33
273,1859,68,6,3,8,19841000,4130,24,2054,3,2,3.54,2.34,84.9,0.5,3.01,2.32,49.9,0.3,42.6,0.36,7.06,3.61,5,0.0000001512,45.07
274,862,92,8,3,8,8208000,3270,29,2062,0,2,0.68,2.07,67.5,1.4,2.44,2.76,84.1,0.08,38.1,0.84,4.78,0.98,2,0,31.99
275,1548,60,5,4,1,62479000,11190,27,2430,14,2,11.42,2.13,74,1.4,0.39,0.66,50.2,3.36,38,2,1.04,2.81,16,0.0000002241,82.59
276,1627,83,7,2,4,9804000,1690,12,955,0,2,0,0.39,75.5,3.2,1.02,1.35,47.8,3.13,43,2.69,2.96,3.41,2,0,27.22
277,1691,68,6,1,7,12802000,4690,26,1233,0,1,0.4,1.2,85.5,1.36,3.41,2,39.8,1.17,40.5,0,5.24,1.63,1,0,25.55
278,1742,4,1,4,6,52644000,15810,21,1890,4,0,5.61,0,80.9,2.37,2.02,1.39,55.9,1.58,49.1,1.05,4.07,3.46,4,0.000000076,39.43
279,1908,32,3,5,2,11010000,3050,7,527,0,3,3.6,4.29,91.2,1.71,1.07,0,41.8,1.9,29.8,0.18,2.25,6.09,3,0,27.59
280,83,26,3,2,1,26173000,8110,15,865,2,0,5.47,1.77,68.1,0.25,0.71,0.48,43.5,2.94,54.8,2.47,2.05,3.04,2,0.0000000764,19.94
281,1748,69,6,5,1,8191000,3210,11,533,6,4,5.67,4.25,78.9,1.07,0.61,0,41.3,3.6,43.2,3.65,2.9,1.82,10,0.0000007325,51.66
282,932,28,3,5,7,32562000,7520,25,2250,0,2,0,2.62,77.1,0.49,2.84,1.56,36,1.18,60.7,1.09,4.52,1.91,2,0,29.66
283,1003,56,5,1,9,9390000,1980,25,1826,1,1,1.85,0.73,86.7,0.31,2.71,5,70.6,0.43,31.4,1.35,5.64,2.07,2,0.0000001065,34.11
284,1643,29,3,5,3,140055000,46650,31,2307,9,6,6.68,4.83,75.3,0.86,0.81,0.6,59.2,3.68,35.7,1.71,0,3.67,15,0.0000000643,78.05
285,1902,42,4,3,9,16846000,4580,24,1967,0,0,0.34,0.93,73.7,0.27,1.82,2.76,59.6,0.92,39.8,0.56,1.63,4.4,0,0,20.95
286,119,91,8,5,3,5441000,2230,13,976,3,2,4.74,3.9,73.8,1.65,1.06,0.28,38.2,2.7,42.5,2.36,3.45,1.89,5,0.0000005514,34.84
287,626,8,1,3,7,26143000,9260,20,1571,0,0,0.16,0.56,80.1,0.76,1.43,1.83,78.2,0.63,31.6,1.48,4.54,1.09,0,0,19.45
288,1087,24,2,1,4,103121000,30920,33,2877,4,4,5.73,5.11,89.5,3.08,1.82,2.31,39.7,2.57,42.2,2.06,3.04,3.4,8,0.0000000388,60.05
289,1886,82,7,2,1,68880000,10430,21,1486,10,3,9.44,1.51,75.7,0.74,0.48,0.4,47,3.32,46.2,1.61,2.55,2.68,13,0.0000001452,66.93
290,700,46,4,3,7,35486000,12620,21,1275,1,1,1.11,0.53,81.6,0.04,3.92,0.52,72.2,0.86,42.5,1.65,1.88,2.31,2,0.0000000282,25.98
291,1243,31,3,2,4,51641000,19510,21,1420,4,3,5.18,2.68,88.5,1.21,0.87,2.53,38.3,2.34,48.1,1.62,5.36,2.97,7,0.0000000775,48.37
292,1746,82,7,2,3,41982000,14530,32,2179,9,3,7.87,4.08,82.9,0,0.48,0.35,65.3,1.71,38.8,2.09,3.89,5.17,12,0.0000002144,66.89
293,352,70,6,2,6,22166000,9700,16,1440,5,3,5.07,3.45,69.7,1.65,2.99,1.21,60.5,3.02,36,0.47,5.63,3.24,8,0.0000002256,54.05
294,1639,92,8,2,5,21191000,7930,28,2448,6,6,5.95,7.14,76.5,1.78,0.37,0.97,50.7,2.66,39.5,1.46,3.61,3.97,12,0.0000002831,69.57
295,112,20,2,3,6,24440000,8090,34,3060,3,8,4.41,8.5,81.2,2.4,3.15,1.51,38.3,1.97,36.4,0.95,6.61,4.56,11,0.0000001227,74.19
296,1375,3,1,3,1,67277000,17960,18,1550,4,2,5.17,3.14,82.8,1.33,0.94,0.55,52.8,3.6,34.9,2.05,3.66,3.51,6,0.0000000595,42.26
297,690,88,8,4,8,25683000,5710,14,1036,2,1,2.69,1.32,93,0,1.46,1.84,74.2,1.03,29.1,0.51,5.93,1.81,3,0.0000000779,30.16
298,221,81,7,1,10,16097000,6190,38,2948,0,0,0,0.1,71.8,0.08,0.25,0.16,29,0,0,0,2.65,0,0,0,16.22
299,39,32,3,2,5,12671000,2460,17,1530,2,5,2.74,5.57,84.7,2.15,2.31,1.37,46,1.97,38.4,0,7.75,5.24,7,0.0000001578,52.85
300,417,78,7,2,8,17853000,5780,17,1353,1,2,0.33,2.19,88.8,0.65,2.12,2.48,75.4,0.38,31.9,0.39,4.06,0,3,0.000000056,31.74
301,266,17,2,4,2,170601000,34340,34,3060,12,7,12.52,6.71,67.7,1.53,0,0.64,43.5,2.59,27,1.61,2.54,3.32,19,0.0000000703,96.88
302,1192,81,7,2,4,8629000,1760,32,2080,6,6,3.6,5.15,84.5,2.26,2.52,1,42.3,0.73,42.5,1,4.58,3.32,12,0.0000006953,71.99
303,1408,94,8,2,4,24018000,10650,27,2189,1,5,1.78,5.27,75.1,2.23,0.71,2.28,53,1.46,50.9,1.16,4.02,4.34,6,0.0000000416,47.75
304,1490,37,4,2,6,42535000,17060,25,2012,3,4,3.68,5.39,95,2.14,2.12,1.01,48.4,0.45,41.1,1.03,4.5,2.91,7,0.0000000705,51.58
305,1012,96,8,2,8,7324000,1740,16,1207,1,2,1.37,2,76.8,0.22,2.58,0.97,78.5,0.78,24.7,0.68,4.89,1.94,3,0.0000001365,30.22
306,1762,30,3,5,6,4951000,1020,3,265,0,2,0,0.86,85,1.61,2.39,1.43,69.8,2.38,29.3,1.1,2.38,4.51,2,0,25.67
307,1662,77,7,4,6,80977000,14750,26,2340,2,5,2.42,5.39,92.2,2.53,0.56,1.55,57.5,2.14,35.7,2.32,4.19,2.68,7,0.0000000247,51.9
308,642,52,5,1,2,47454000,17530,35,2910,11,6,10.68,6.75,70.6,2.08,0.35,0,37.9,3.33,22.4,1.61,2.81,3.09,17,0.0000002318,88.86
309,1187,61,6,1,4,54059000,20170,33,2778,3,5,3.76,5.17,81.4,2.18,1.37,1.14,56.5,1.48,37.8,0.63,6.75,6.03,8,0.0000000555,59.7
310,1579,39,4,1,8,50803000,15250,35,2811,3,1,3.24,1.14,83.1,1.8,0.58,2.13,69.8,0.14,47.2,0.45,2.68,3.38,4,0.0000000591,40.6
311,1074,22,2,4,1,38172000,8980,21,1547,7,2,6.72,3.21,80.9,1.39,0.32,0.4,62.5,2.68,31.7,0.82,2.43,1.26,9,0.0000001834,51.87
312,496,55,5,5,8,15965000,5060,27,2430,1,0,0.73,0.97,88,0.68,3.41,1.39,54.4,0.43,30.2,0.02,4.42,0.15,1,0.0000000626,27.2
313,1167,84,7,2,4,18401000,7680,21,1830,3,1,5.09,0.96,72.7,2.83,1.77,1.73,48.5,0.99,47.2,0.58,4.48,4.43,4,0.000000163,40.09
314,1129,85,8,2,9,8937000,1970,28,1698,2,2,2.06,1.08,86.3,0.32,1.34,2.38,70.5,0.27,28.2,0.68,6.85,1.28,4,0.0000002238,37.1
315,460,13,2,5,6,41101000,15080,17,1201,4,4,5.14,3.7,73.6,1.64,1.64,2.55,65.8,3.59,37.2,2.53,4.79,2.79,8,0.0000000973,52.94
316,1882,14,2,3,5,21274000,7280,13,1024,3,1,4.42,2.14,85.5,0.61,1.34,1.03,38.5,3.23,48,2.2,6.12,3.04,4,0.000000141,33.18
317,1802,63,6,1,10,8486000,1360,18,1291,0,0,0,0.21,78.5,0.24,0.07,0.23,8.7,0,0,0,0.55,0.52,0,0,9.74
318,1592,7,1,2,1,31971000,5770,25,1751,8,1,9.16,2.38,74.4,2.15,1.22,0.63,41,5.22,43.3,0.45,4.78,5.31,9,0.0000002502,57.28
319,1148,69,6,4,6,35691000,13830,32,2513,3,4,3.52,4.54,89.9,2.8,1.63,1.66,42.9,2.9,38.8,1.94,2.88,3.89,7,0.0000000841,53.69
